attempt_id,user_id,attempt_order_by_user,score,total_questions,percentage,difficulty,video_count,video_ids,created_at,is_synthetic
282,42,6,9,10,90.0,Hard,2,"128,130",2026-07-14 17:57:00.000000,1
283,42,7,10,10,100.0,Hard,1,128,2026-07-18 15:47:00.000000,1
284,42,8,10,10,100.0,Hard,1,129,2026-07-22 15:36:00.000000,1
285,43,1,4,10,40.0,Medium,1,131,2026-06-26 09:11:00.000000,1
286,43,2,4,10,40.0,Medium,1,132,2026-06-30 09:20:00.000000,1
287,43,3,4,10,40.0,Medium,2,"131,133",2026-07-04 14:04:00.000000,1
288,43,4,5,10,50.0,Hard,1,131,2026-07-08 16:39:00.000000,1
289,43,5,5,10,50.0,Medium,1,132,2026-07-12 15:29:00.000000,1
290,43,6,5,10,50.0,Medium,2,"131,133",2026-07-16 12:57:00.000000,1
291,43,7,6,10,60.0,Medium,1,131,2026-07-20 11:42:00.000000,1
292,44,1,4,10,40.0,Easy,1,134,2026-06-28 12:08:00.000000,1
293,44,2,5,10,50.0,Medium,1,135,2026-07-02 17:01:00.000000,1
294,44,3,5,10,50.0,Medium,2,"134,136",2026-07-06 12:42:00.000000,1
295,44,4,5,10,50.0,Medium,1,134,2026-07-10 15:17:00.000000,1
296,44,5,6,10,60.0,Medium,1,135,2026-07-14 16:56:00.000000,1
297,44,6,6,10,60.0,Medium,2,"134,136",2026-07-18 09:10:00.000000,1
298,44,7,6,10,60.0,Hard,1,134,2026-07-22 13:14:00.000000,1
299,44,8,6,10,60.0,Hard,1,135,2026-07-26 16:20:00.000000,1
300,45,1,4,10,40.0,Easy,1,137,2026-06-30 12:40:00.000000,1
301,45,2,4,10,40.0,Easy,1,138,2026-07-04 17:21:00.000000,1
302,45,3,4,10,40.0,Hard,2,"137,139",2026-07-08 17:41:00.000000,1
303,45,4,5,10,50.0,Hard,1,137,2026-07-12 10:23:00.000000,1
304,45,5,5,10,50.0,Medium,1,138,2026-07-16 10:01:00.000000,1
305,45,6,5,10,50.0,Medium,2,"137,139",2026-07-20 15:33:00.000000,1
306,46,1,4,10,40.0,Medium,1,140,2026-07-02 10:37:00.000000,1
307,46,2,5,10,50.0,Easy,1,141,2026-07-06 16:39:00.000000,1
308,46,3,5,10,50.0,Medium,2,"140,142",2026-07-10 09:17:00.000000,1
309,46,4,5,10,50.0,Medium,1,140,2026-07-14 12:14:00.000000,1
310,46,5,5,10,50.0,Hard,1,141,2026-07-18 16:41:00.000000,1
311,46,6,5,10,50.0,Medium,2,"140,142",2026-07-22 14:26:00.000000,1
312,47,1,7,10,70.0,Medium,1,143,2026-07-04 13:09:00.000000,1
313,47,2,7,10,70.0,Medium,1,144,2026-07-08 13:58:00.000000,1
314,47,3,7,10,70.0,Hard,2,"143,145",2026-07-12 13:42:00.000000,1
315,47,4,7,10,70.0,Medium,1,143,2026-07-16 11:03:00.000000,1
316,47,5,7,10,70.0,Medium,1,144,2026-07-20 11:22:00.000000,1
317,47,6,8,10,80.0,Hard,2,"143,145",2026-07-24 11:44:00.000000,1
318,47,7,8,10,80.0,Medium,1,143,2026-07-28 10:58:00.000000,1
319,47,8,8,10,80.0,Hard,1,144,2026-08-01 14:19:00.000000,1
320,48,1,7,10,70.0,Medium,1,146,2026-07-06 10:22:00.000000,1
321,48,2,6,10,60.0,Medium,1,147,2026-07-10 15:53:00.000000,1
322,48,3,7,10,70.0,Hard,2,"146,148",2026-07-14 12:49:00.000000,1
323,48,4,7,10,70.0,Hard,1,146,2026-07-18 10:39:00.000000,1
324,48,5,8,10,80.0,Hard,1,147,2026-07-22 10:56:00.000000,1
325,48,6,8,10,80.0,Medium,2,"146,148",2026-07-26 09:10:00.000000,1
326,49,1,6,10,60.0,Easy,1,149,2026-07-08 12:42:00.000000,1
327,49,2,6,10,60.0,Easy,1,150,2026-07-12 11:51:00.000000,1
328,49,3,7,10,70.0,Hard,2,"149,151",2026-07-16 12:20:00.000000,1
329,49,4,6,10,60.0,Medium,1,149,2026-07-20 13:40:00.000000,1
330,49,5,7,10,70.0,Medium,1,150,2026-07-24 09:27:00.000000,1
331,49,6,7,10,70.0,Hard,2,"149,151",2026-07-28 13:55:00.000000,1
332,49,7,7,10,70.0,Hard,1,149,2026-08-01 15:58:00.000000,1
333,50,1,6,10,60.0,Easy,1,152,2026-07-10 10:22:00.000000,1
334,50,2,7,10,70.0,Medium,1,153,2026-07-14 15:53:00.000000,1
335,50,3,6,10,60.0,Medium,2,"152,154",2026-07-18 15:39:00.000000,1
336,50,4,7,10,70.0,Hard,1,152,2026-07-22 16:10:00.000000,1
337,50,5,7,10,70.0,Hard,1,153,2026-07-26 10:04:00.000000,1
338,50,6,8,10,80.0,Hard,2,"152,154",2026-07-30 09:05:00.000000,1
339,50,7,8,10,80.0,Medium,1,152,2026-08-03 11:52:00.000000,1
340,50,8,8,10,80.0,Medium,1,153,2026-08-07 16:46:00.000000,1
341,51,1,9,10,90.0,Easy,1,155,2026-07-12 17:05:00.000000,1
342,51,2,9,10,90.0,Easy,1,156,2026-07-16 13:22:00.000000,1
343,51,3,8,10,80.0,Medium,2,"155,157",2026-07-20 16:36:00.000000,1
344,51,4,8,10,80.0,Medium,1,155,2026-07-24 12:28:00.000000,1
345,51,5,8,10,80.0,Medium,1,156,2026-07-28 11:20:00.000000,1
346,51,6,8,10,80.0,Medium,2,"155,157",2026-08-01 12:59:00.000000,1
347,52,1,8,10,80.0,Easy,1,158,2026-07-14 15:18:00.000000,1
348,52,2,8,10,80.0,Easy,1,159,2026-07-18 12:02:00.000000,1
349,52,3,8,10,80.0,Medium,2,"158,160",2026-07-22 11:17:00.000000,1
350,52,4,8,10,80.0,Medium,1,158,2026-07-26 13:37:00.000000,1
351,52,5,8,10,80.0,Hard,1,159,2026-07-30 12:48:00.000000,1
352,52,6,7,10,70.0,Hard,2,"158,160",2026-08-03 11:53:00.000000,1
353,53,1,8,10,80.0,Medium,1,161,2026-07-16 10:11:00.000000,1
354,53,2,9,10,90.0,Easy,1,162,2026-07-20 10:44:00.000000,1
355,53,3,8,10,80.0,Medium,2,"161,163",2026-07-24 09:47:00.000000,1
356,53,4,8,10,80.0,Medium,1,161,2026-07-28 17:09:00.000000,1
357,53,5,7,10,70.0,Medium,1,162,2026-08-01 16:54:00.000000,1
358,53,6,7,10,70.0,Hard,2,"161,163",2026-08-05 14:20:00.000000,1
359,54,1,9,10,90.0,Easy,1,164,2026-07-18 13:48:00.000000,1
360,54,2,9,10,90.0,Medium,1,165,2026-07-22 17:46:00.000000,1
361,54,3,8,10,80.0,Medium,2,"164,166",2026-07-26 12:59:00.000000,1
362,54,4,8,10,80.0,Medium,1,164,2026-07-30 09:47:00.000000,1
363,54,5,8,10,80.0,Medium,1,165,2026-08-03 13:27:00.000000,1
364,54,6,8,10,80.0,Hard,2,"164,166",2026-08-07 11:13:00.000000,1
365,54,7,7,10,70.0,Hard,1,164,2026-08-11 10:51:00.000000,1
366,54,8,7,10,70.0,Hard,1,165,2026-08-15 09:31:00.000000,1
367,55,1,5,10,50.0,Easy,1,167,2026-07-20 13:39:00.000000,1
368,55,2,5,10,50.0,Easy,1,168,2026-07-24 10:43:00.000000,1
369,55,3,6,10,60.0,Medium,2,"167,169",2026-07-28 17:23:00.000000,1
370,55,4,6,10,60.0,Medium,1,167,2026-08-01 14:06:00.000000,1
371,55,5,6,10,60.0,Hard,1,168,2026-08-05 13:24:00.000000,1
372,55,6,7,10,70.0,Hard,2,"167,169",2026-08-09 12:05:00.000000,1
373,55,7,7,10,70.0,Medium,1,167,2026-08-13 11:30:00.000000,1
374,56,1,6,10,60.0,Easy,1,170,2026-07-22 15:23:00.000000,1
375,56,2,6,10,60.0,Easy,1,171,2026-07-26 17:15:00.000000,1
376,56,3,6,10,60.0,Medium,2,"170,172",2026-07-30 16:37:00.000000,1
377,56,4,6,10,60.0,Medium,1,170,2026-08-03 11:17:00.000000,1
378,56,5,7,10,70.0,Medium,1,171,2026-08-07 10:51:00.000000,1
379,56,6,7,10,70.0,Medium,2,"170,172",2026-08-11 12:51:00.000000,1
380,56,7,7,10,70.0,Hard,1,170,2026-08-15 16:49:00.000000,1
381,57,1,5,10,50.0,Easy,1,173,2026-07-24 16:10:00.000000,1
382,57,2,5,10,50.0,Medium,1,174,2026-07-28 09:35:00.000000,1
383,57,3,6,10,60.0,Hard,2,"173,175",2026-08-01 09:30:00.000000,1
384,57,4,6,10,60.0,Medium,1,173,2026-08-05 14:55:00.000000,1
385,57,5,6,10,60.0,Medium,1,174,2026-08-09 13:55:00.000000,1
386,57,6,6,10,60.0,Hard,2,"173,175",2026-08-13 11:52:00.000000,1
387,57,7,7,10,70.0,Medium,1,173,2026-08-17 10:49:00.000000,1
388,57,8,7,10,70.0,Medium,1,174,2026-08-21 10:49:00.000000,1
389,58,1,6,10,60.0,Medium,1,176,2026-07-26 13:53:00.000000,1
390,58,2,6,10,60.0,Easy,1,177,2026-07-30 13:48:00.000000,1
391,58,3,6,10,60.0,Medium,2,"176,178",2026-08-03 17:52:00.000000,1
392,58,4,7,10,70.0,Medium,1,176,2026-08-07 16:58:00.000000,1
393,58,5,7,10,70.0,Medium,1,177,2026-08-11 14:24:00.000000,1
394,58,6,8,10,80.0,Hard,2,"176,178",2026-08-15 16:51:00.000000,1
395,59,1,7,10,70.0,Medium,1,179,2026-07-28 10:04:00.000000,1
396,59,2,6,10,60.0,Easy,1,180,2026-08-01 17:24:00.000000,1
397,59,3,7,10,70.0,Hard,2,"179,181",2026-08-05 16:58:00.000000,1
398,59,4,8,10,80.0,Medium,1,179,2026-08-09 13:23:00.000000,1
399,59,5,6,10,60.0,Medium,1,180,2026-08-13 09:48:00.000000,1
400,59,6,8,10,80.0,Hard,2,"179,181",2026-08-17 14:21:00.000000,1
401,59,7,7,10,70.0,Hard,1,179,2026-08-21 13:08:00.000000,1
402,59,8,9,10,90.0,Medium,1,180,2026-08-25 17:59:00.000000,1
403,60,1,6,10,60.0,Medium,1,182,2026-07-30 12:03:00.000000,1
404,60,2,8,10,80.0,Medium,1,183,2026-08-03 13:13:00.000000,1
405,60,3,6,10,60.0,Medium,2,"182,184",2026-08-07 10:52:00.000000,1
406,60,4,8,10,80.0,Hard,1,182,2026-08-11 10:09:00.000000,1
407,60,5,7,10,70.0,Medium,1,183,2026-08-15 16:25:00.000000,1
408,60,6,7,10,70.0,Hard,2,"182,184",2026-08-19 09:51:00.000000,1
409,61,1,7,10,70.0,Medium,1,185,2026-08-01 15:38:00.000000,1
410,61,2,6,10,60.0,Easy,1,186,2026-08-05 09:32:00.000000,1
411,61,3,8,10,80.0,Hard,2,"185,187",2026-08-09 09:05:00.000000,1
412,61,4,7,10,70.0,Hard,1,185,2026-08-13 09:01:00.000000,1
413,61,5,8,10,80.0,Medium,1,186,2026-08-17 12:35:00.000000,1
414,61,6,7,10,70.0,Hard,2,"185,187",2026-08-21 13:11:00.000000,1
415,61,7,9,10,90.0,Medium,1,185,2026-08-25 15:24:00.000000,1
416,62,1,7,10,70.0,Medium,1,188,2026-08-03 11:18:00.000000,1
417,62,2,8,10,80.0,Easy,1,189,2026-08-07 15:30:00.000000,1
418,62,3,6,10,60.0,Medium,2,"188,190",2026-08-11 13:51:00.000000,1
419,62,4,8,10,80.0,Medium,1,188,2026-08-15 13:45:00.000000,1
420,62,5,5,10,50.0,Medium,1,189,2026-08-19 09:37:00.000000,1
421,62,6,8,10,80.0,Hard,2,"188,190",2026-08-23 15:44:00.000000,1
422,62,7,7,10,70.0,Hard,1,188,2026-08-27 13:07:00.000000,1
423,63,1,5,10,50.0,Medium,1,191,2026-08-05 14:47:00.000000,1
424,63,2,5,10,50.0,Easy,1,192,2026-08-09 11:01:00.000000,1
425,63,3,5,10,50.0,Medium,2,"191,193",2026-08-13 17:48:00.000000,1
426,63,4,6,10,60.0,Medium,1,191,2026-08-17 14:56:00.000000,1
427,63,5,6,10,60.0,Medium,1,192,2026-08-21 10:11:00.000000,1
428,63,6,7,10,70.0,Hard,2,"191,193",2026-08-25 10:01:00.000000,1
429,63,7,8,10,80.0,Medium,1,191,2026-08-29 13:27:00.000000,1
430,64,1,5,10,50.0,Medium,1,194,2026-08-07 14:58:00.000000,1
431,64,2,5,10,50.0,Easy,1,195,2026-08-11 16:50:00.000000,1
432,64,3,5,10,50.0,Medium,2,"194,196",2026-08-15 13:15:00.000000,1
433,64,4,6,10,60.0,Medium,1,194,2026-08-19 13:47:00.000000,1
434,64,5,6,10,60.0,Medium,1,195,2026-08-23 10:03:00.000000,1
435,64,6,7,10,70.0,Hard,2,"194,196",2026-08-27 10:08:00.000000,1
436,65,1,4,10,40.0,Medium,1,197,2026-05-15 13:47:00.000000,1
437,65,2,4,10,40.0,Easy,1,198,2026-05-20 14:07:00.000000,1
438,65,3,5,10,50.0,Hard,2,"197,199",2026-05-23 09:47:00.000000,1
439,65,4,6,10,60.0,Medium,1,197,2026-05-30 14:07:00.000000,1
440,65,5,6,10,60.0,Hard,1,198,2026-05-31 09:03:00.000000,1
441,66,1,7,10,70.0,Medium,1,200,2026-05-17 13:44:00.000000,1
442,66,2,7,10,70.0,Medium,1,201,2026-05-21 14:48:00.000000,1
443,66,3,7,10,70.0,Medium,2,"200,202",2026-05-23 16:41:00.000000,1
445,66,4,8,10,80.0,Medium,1,201,2026-05-25 12:36:00.000000,1
447,66,5,8,10,80.0,Hard,1,200,2026-05-29 10:48:00.000000,1
446,66,6,8,10,80.0,Medium,2,"200,202",2026-06-01 10:07:00.000000,1
444,66,7,7,10,70.0,Medium,1,200,2026-06-01 17:54:00.000000,1
448,66,8,9,10,90.0,Medium,1,201,2026-06-07 15:50:00.000000,1
449,67,1,8,10,80.0,Easy,1,203,2026-05-19 10:51:00.000000,1
450,67,2,8,10,80.0,Medium,1,204,2026-05-23 10:44:00.000000,1
451,67,3,8,10,80.0,Medium,2,"203,205",2026-05-23 12:32:00.000000,1
452,67,4,8,10,80.0,Hard,1,203,2026-05-25 14:51:00.000000,1
454,67,5,10,10,100.0,Medium,2,"203,205",2026-05-29 11:27:00.000000,1
453,67,6,9,10,90.0,Medium,1,204,2026-05-31 13:12:00.000000,1
455,68,1,3,10,30.0,Medium,1,206,2026-05-21 13:04:00.000000,1
456,68,2,4,10,40.0,Medium,1,207,2026-05-25 15:40:00.000000,1
458,68,3,5,10,50.0,Medium,1,206,2026-05-27 11:17:00.000000,1
457,68,4,5,10,50.0,Hard,2,"206,208",2026-05-29 09:18:00.000000,1
459,68,5,5,10,50.0,Hard,1,207,2026-06-02 10:10:00.000000,1
461,68,6,6,10,60.0,Hard,1,206,2026-06-08 14:07:00.000000,1
462,68,7,6,10,60.0,Hard,1,207,2026-06-11 13:25:00.000000,1
463,68,8,7,10,70.0,Hard,2,"206,208",2026-06-14 16:02:00.000000,1
460,68,9,6,10,60.0,Medium,2,"206,208",2026-06-15 14:22:00.000000,1
464,68,10,7,10,70.0,Hard,1,206,2026-07-05 12:55:00.000000,1
465,69,1,7,10,70.0,Easy,1,209,2026-05-23 16:27:00.000000,1
466,69,2,7,10,70.0,Medium,1,210,2026-05-27 17:24:00.000000,1
467,69,3,7,10,70.0,Medium,2,"209,211",2026-05-31 09:47:00.000000,1
472,69,4,8,10,80.0,Hard,1,210,2026-06-06 13:11:00.000000,1
468,69,5,7,10,70.0,Hard,1,209,2026-06-07 13:22:00.000000,1
469,69,6,7,10,70.0,Medium,1,210,2026-06-08 14:41:00.000000,1
471,69,7,8,10,80.0,Medium,1,209,2026-06-10 17:04:00.000000,1
470,69,8,8,10,80.0,Medium,2,"209,211",2026-06-12 14:25:00.000000,1
473,70,1,5,10,50.0,Easy,1,212,2026-05-25 12:25:00.000000,1
475,70,2,6,10,60.0,Hard,2,"212,214",2026-05-29 13:06:00.000000,1
474,70,3,6,10,60.0,Easy,1,213,2026-05-29 14:27:00.000000,1
477,70,4,7,10,70.0,Medium,1,213,2026-06-02 15:29:00.000000,1
476,70,5,6,10,60.0,Hard,1,212,2026-06-03 09:15:00.000000,1
478,70,6,6,10,60.0,Medium,2,"212,214",2026-06-04 16:38:00.000000,1
481,70,7,7,10,70.0,Hard,2,"212,214",2026-06-10 16:09:00.000000,1
479,70,8,7,10,70.0,Medium,1,212,2026-06-12 16:42:00.000000,1
480,70,9,7,10,70.0,Medium,1,213,2026-06-15 17:22:00.000000,1
482,70,10,8,10,80.0,Medium,1,212,2026-06-21 11:38:00.000000,1
483,71,1,9,10,90.0,Medium,1,215,2026-05-27 09:21:00.000000,1
484,71,2,9,10,90.0,Easy,1,216,2026-05-30 12:46:00.000000,1
485,71,3,8,10,80.0,Medium,2,"215,217",2026-06-02 11:33:00.000000,1
486,71,4,8,10,80.0,Medium,1,215,2026-06-05 11:08:00.000000,1
489,71,5,9,10,90.0,Medium,1,215,2026-06-08 10:02:00.000000,1
487,71,6,9,10,90.0,Medium,1,216,2026-06-16 14:30:00.000000,1
488,71,7,9,10,90.0,Medium,2,"215,217",2026-06-16 15:45:00.000000,1
490,71,8,9,10,90.0,Hard,1,216,2026-06-24 12:31:00.000000,1
491,72,1,5,10,50.0,Medium,1,218,2026-05-29 11:52:00.000000,1
492,72,2,5,10,50.0,Medium,1,219,2026-06-01 09:04:00.000000,1
495,72,3,6,10,60.0,Hard,1,219,2026-06-06 17:27:00.000000,1
493,72,4,5,10,50.0,Medium,2,"218,220",2026-06-08 13:10:00.000000,1
497,72,5,6,10,60.0,Hard,1,218,2026-06-10 10:42:00.000000,1
494,72,6,5,10,50.0,Medium,1,218,2026-06-10 14:30:00.000000,1
496,72,7,6,10,60.0,Medium,2,"218,220",2026-06-18 16:46:00.000000,1
498,73,1,7,10,70.0,Easy,1,221,2026-05-31 13:04:00.000000,1
500,73,2,8,10,80.0,Medium,2,"221,223",2026-06-04 13:42:00.000000,1
499,73,3,8,10,80.0,Medium,1,222,2026-06-05 16:07:00.000000,1
502,73,4,8,10,80.0,Hard,1,222,2026-06-08 13:45:00.000000,1
501,73,5,8,10,80.0,Medium,1,221,2026-06-15 12:35:00.000000,1
503,73,6,8,10,80.0,Medium,2,"221,223",2026-06-20 09:49:00.000000,1
504,73,7,9,10,90.0,Medium,1,221,2026-06-30 14:47:00.000000,1
505,73,8,9,10,90.0,Medium,1,222,2026-07-05 17:50:00.000000,1
506,74,1,3,10,30.0,Easy,1,224,2026-06-02 13:13:00.000000,1
507,74,2,3,10,30.0,Easy,1,225,2026-06-06 15:46:00.000000,1
508,74,3,4,10,40.0,Medium,2,"224,226",2026-06-08 13:11:00.000000,1
509,74,4,4,10,40.0,Medium,1,224,2026-06-08 13:37:00.000000,1
511,74,5,5,10,50.0,Hard,2,"224,226",2026-06-12 12:00:00.000000,1
510,74,6,4,10,40.0,Medium,1,225,2026-06-18 11:43:00.000000,1
512,75,1,6,10,60.0,Medium,1,227,2026-06-04 13:09:00.000000,1
514,75,2,7,10,70.0,Medium,2,"227,229",2026-06-08 16:36:00.000000,1
513,75,3,6,10,60.0,Medium,1,228,2026-06-09 13:47:00.000000,1
515,75,4,6,10,60.0,Medium,1,227,2026-06-13 10:11:00.000000,1
518,75,5,7,10,70.0,Hard,1,227,2026-06-16 14:20:00.000000,1
517,75,6,7,10,70.0,Hard,2,"227,229",2026-06-19 17:32:00.000000,1
516,75,7,7,10,70.0,Medium,1,228,2026-06-20 13:38:00.000000,1
519,75,8,8,10,80.0,Medium,1,228,2026-07-09 16:56:00.000000,1
520,76,1,8,10,80.0,Medium,1,230,2026-06-06 13:21:00.000000,1
521,76,2,7,10,70.0,Easy,1,231,2026-06-08 15:17:00.000000,1
522,76,3,8,10,80.0,Medium,2,"230,232",2026-06-14 11:45:00.000000,1
525,76,4,9,10,90.0,Medium,2,"230,232",2026-06-16 09:44:00.000000,1
524,76,5,8,10,80.0,Medium,1,231,2026-06-18 10:07:00.000000,1
523,76,6,8,10,80.0,Hard,1,230,2026-06-18 17:45:00.000000,1
526,77,1,5,10,50.0,Easy,1,233,2026-06-08 15:16:00.000000,1
528,77,2,6,10,60.0,Medium,2,"233,235",2026-06-12 17:01:00.000000,1
527,77,3,6,10,60.0,Easy,1,234,2026-06-13 17:02:00.000000,1
529,77,4,6,10,60.0,Hard,1,233,2026-06-20 16:04:00.000000,1
530,77,5,6,10,60.0,Medium,1,234,2026-06-24 11:20:00.000000,1
531,78,1,7,10,70.0,Medium,1,236,2026-06-10 13:18:00.000000,1
532,78,2,7,10,70.0,Easy,1,237,2026-06-15 13:27:00.000000,1
534,78,3,8,10,80.0,Hard,1,236,2026-06-16 15:22:00.000000,1
533,78,4,7,10,70.0,Hard,2,"236,238",2026-06-20 15:54:00.000000,1
536,78,5,8,10,80.0,Hard,2,"236,238",2026-06-30 13:22:00.000000,1
535,78,6,7,10,70.0,Hard,1,237,2026-06-30 17:53:00.000000,1
537,79,1,4,10,40.0,Medium,1,239,2026-06-12 10:14:00.000000,1
538,79,2,5,10,50.0,Easy,1,240,2026-06-15 13:38:00.000000,1
541,79,3,6,10,60.0,Medium,1,240,2026-06-20 11:56:00.000000,1
540,79,4,5,10,50.0,Medium,1,239,2026-06-21 14:46:00.000000,1
539,79,5,5,10,50.0,Medium,2,"239,241",2026-06-22 13:08:00.000000,1
542,80,1,9,10,90.0,Easy,1,242,2026-06-14 13:13:00.000000,1
543,80,2,9,10,90.0,Easy,1,243,2026-06-19 17:00:00.000000,1
546,80,3,9,10,90.0,Medium,1,243,2026-06-22 15:12:00.000000,1
544,80,4,8,10,80.0,Medium,2,"242,244",2026-06-24 16:37:00.000000,1
545,80,5,9,10,90.0,Hard,1,242,2026-06-26 17:41:00.000000,1
549,80,6,10,10,100.0,Medium,1,243,2026-06-28 15:20:00.000000,1
547,80,7,9,10,90.0,Hard,2,"242,244",2026-06-29 10:07:00.000000,1
548,80,8,9,10,90.0,Hard,1,242,2026-07-02 09:14:00.000000,1
550,80,9,9,10,90.0,Hard,2,"242,244",2026-07-08 17:52:00.000000,1
551,81,1,5,10,50.0,Medium,1,245,2026-06-16 14:33:00.000000,1
552,81,2,5,10,50.0,Medium,1,246,2026-06-18 12:23:00.000000,1
553,81,3,6,10,60.0,Medium,2,"245,247",2026-06-20 17:28:00.000000,1
555,81,4,6,10,60.0,Hard,1,246,2026-06-28 10:27:00.000000,1
554,81,5,6,10,60.0,Hard,1,245,2026-06-28 17:46:00.000000,1
556,82,1,7,10,70.0,Medium,1,248,2026-06-18 09:25:00.000000,1
557,82,2,8,10,80.0,Easy,1,249,2026-06-20 12:00:00.000000,1
558,82,3,7,10,70.0,Medium,2,"248,250",2026-06-24 13:34:00.000000,1
561,82,4,8,10,80.0,Hard,2,"248,250",2026-07-03 13:53:00.000000,1
559,82,5,7,10,70.0,Medium,1,248,2026-07-03 17:33:00.000000,1
560,82,6,8,10,80.0,Medium,1,249,2026-07-04 12:05:00.000000,1
562,82,7,8,10,80.0,Hard,1,248,2026-07-06 15:20:00.000000,1
563,82,8,9,10,90.0,Medium,1,249,2026-07-09 11:17:00.000000,1
565,82,9,9,10,90.0,Medium,1,248,2026-07-15 11:29:00.000000,1
564,82,10,8,10,80.0,Medium,2,"248,250",2026-07-28 11:33:00.000000,1
566,83,1,4,10,40.0,Medium,1,251,2026-06-20 10:56:00.000000,1
568,83,2,5,10,50.0,Hard,2,"251,253",2026-06-24 14:59:00.000000,1
567,83,3,4,10,40.0,Easy,1,252,2026-06-25 13:42:00.000000,1
569,83,4,4,10,40.0,Medium,1,251,2026-06-26 16:38:00.000000,1
571,83,5,6,10,60.0,Medium,2,"251,253",2026-07-05 09:35:00.000000,1
570,83,6,5,10,50.0,Medium,1,252,2026-07-10 11:53:00.000000,1
572,84,1,8,10,80.0,Medium,1,254,2026-06-22 14:13:00.000000,1
573,84,2,8,10,80.0,Medium,1,255,2026-06-25 17:39:00.000000,1
575,84,3,8,10,80.0,Medium,1,254,2026-06-28 12:10:00.000000,1
574,84,4,9,10,90.0,Hard,2,"254,256",2026-07-02 17:01:00.000000,1
576,84,5,8,10,80.0,Medium,1,255,2026-07-04 16:16:00.000000,1
578,84,6,9,10,90.0,Medium,1,254,2026-07-10 12:32:00.000000,1
577,84,7,8,10,80.0,Medium,2,"254,256",2026-07-12 15:02:00.000000,1
579,85,1,6,10,60.0,Easy,1,257,2026-06-24 11:26:00.000000,1
581,85,2,7,10,70.0,Medium,2,"257,259",2026-06-28 12:00:00.000000,1
580,85,3,6,10,60.0,Medium,1,258,2026-06-29 15:45:00.000000,1
582,85,4,7,10,70.0,Hard,1,257,2026-07-03 09:45:00.000000,1
583,85,5,7,10,70.0,Medium,1,258,2026-07-10 14:13:00.000000,1
584,85,6,7,10,70.0,Medium,2,"257,259",2026-07-19 16:01:00.000000,1
585,85,7,8,10,80.0,Hard,1,257,2026-07-24 13:42:00.000000,1
586,86,1,5,10,50.0,Easy,1,260,2026-06-26 15:37:00.000000,1
587,86,2,6,10,60.0,Medium,1,261,2026-07-01 15:29:00.000000,1
588,86,3,6,10,60.0,Medium,2,"260,262",2026-07-02 09:58:00.000000,1
591,86,4,6,10,60.0,Hard,2,"260,262",2026-07-06 09:48:00.000000,1
589,86,5,6,10,60.0,Medium,1,260,2026-07-08 16:17:00.000000,1
590,86,6,6,10,60.0,Medium,1,261,2026-07-12 17:29:00.000000,1
592,86,7,6,10,60.0,Medium,1,260,2026-07-20 16:56:00.000000,1
593,86,8,7,10,70.0,Medium,1,261,2026-07-24 11:56:00.000000,1
594,87,1,8,10,80.0,Medium,1,263,2026-06-28 09:33:00.000000,1
596,87,2,8,10,80.0,Hard,2,"263,265",2026-07-02 13:42:00.000000,1
595,87,3,8,10,80.0,Easy,1,264,2026-07-03 11:53:00.000000,1
598,87,4,9,10,90.0,Medium,1,264,2026-07-06 11:25:00.000000,1
599,87,5,9,10,90.0,Medium,2,"263,265",2026-07-08 13:44:00.000000,1
600,87,6,9,10,90.0,Medium,1,263,2026-07-10 15:39:00.000000,1
597,87,7,9,10,90.0,Medium,1,263,2026-07-10 17:03:00.000000,1
601,87,8,9,10,90.0,Medium,1,264,2026-07-26 12:58:00.000000,1
602,88,1,4,10,40.0,Medium,1,266,2026-06-30 15:26:00.000000,1
603,88,2,4,10,40.0,Easy,1,267,2026-07-03 10:57:00.000000,1
604,88,3,4,10,40.0,Medium,2,"266,268",2026-07-04 12:52:00.000000,1
606,88,4,5,10,50.0,Hard,1,267,2026-07-08 16:54:00.000000,1
605,88,5,5,10,50.0,Hard,1,266,2026-07-12 17:01:00.000000,1
607,89,1,7,10,70.0,Easy,1,269,2026-07-02 16:23:00.000000,1
608,89,2,7,10,70.0,Easy,1,270,2026-07-06 17:59:00.000000,1
610,89,3,8,10,80.0,Hard,1,269,2026-07-11 12:38:00.000000,1
609,89,4,7,10,70.0,Medium,2,"269,271",2026-07-12 10:11:00.000000,1
611,89,5,8,10,80.0,Medium,1,270,2026-07-18 10:05:00.000000,1
612,90,1,9,10,90.0,Easy,1,272,2026-07-04 13:36:00.000000,1
613,90,2,8,10,80.0,Medium,1,273,2026-07-07 17:37:00.000000,1
615,90,3,8,10,80.0,Hard,1,272,2026-07-10 11:07:00.000000,1
614,90,4,9,10,90.0,Medium,2,"272,274",2026-07-14 15:43:00.000000,1
619,90,5,10,10,100.0,Hard,1,273,2026-07-18 12:46:00.000000,1
616,90,6,9,10,90.0,Hard,1,273,2026-07-20 13:17:00.000000,1
617,90,7,9,10,90.0,Medium,2,"272,274",2026-07-24 14:59:00.000000,1
618,90,8,9,10,90.0,Hard,1,272,2026-07-28 11:03:00.000000,1
620,91,1,5,10,50.0,Easy,1,275,2026-07-06 11:55:00.000000,1
621,91,2,6,10,60.0,Easy,1,276,2026-07-11 12:07:00.000000,1
623,91,3,6,10,60.0,Hard,1,275,2026-07-12 12:08:00.000000,1
