attempt_id,user_id,created_at,is_synthetic,target_score,next_percentage,next_pass,previous_score,previous_percentage,previous_2_attempt_avg,previous_3_attempt_avg,previous_5_attempt_avg,overall_previous_avg,median_previous_score,best_previous_score,worst_previous_score,score_range,score_std,ewma_03,ewma_05,recent_score_trend,long_term_score_trend,recent_vs_overall_average,improvement_from_first_attempt,rolling_slope_3,rolling_slope_5,consecutive_improvements,consecutive_declines,total_passes,total_failures,historical_pass_rate,recent_3_pass_rate,consecutive_passes,consecutive_failures,attempt_order_by_user,total_previous_attempts,attempts_last_7_days,attempts_last_14_days,attempts_last_30_days,average_days_between_attempts,time_gap_std,days_since_previous_attempt,days_since_first_attempt,attempt_frequency,previous_easy_count,previous_medium_count,previous_hard_count,previous_hard_ratio,previous_average_easy_score,previous_average_medium_score,previous_average_hard_score,difficulty_transition_delta,difficulty_easy,difficulty_medium,difficulty_hard,unique_videos_seen,total_previous_video_interactions,repeated_video_ratio,number_of_videos_in_recent_attempts
872,20,2026-04-22 10:14:09.063155,1,25,62.5,0,26.0,65.0,60.5,60.5,60.5,60.5,60.5,65.0,56.0,9.0,6.363961030678928,58.699999999999996,60.5,9.0,9.0,0.0,9.0,0.0,0.0,1,0,0,2,0.0,0.0,0,2,3,2,2,2,2,1.375,0.0,2.4166666666666665,3.7916666666666665,0.4173913043478261,0,2,0,0.0,60.5,60.5,60.5,0.0,0,1,0,2,2,0.0,1
873,20,2026-04-25 12:14:09.063155,1,16,64.0,0,25.0,62.5,63.75,61.166666666666664,61.166666666666664,61.166666666666664,62.5,65.0,56.0,9.0,4.645786621588785,59.839999999999996,61.5,-2.5,6.5,2.5833333333333357,6.5,3.2500000000000004,3.2500000000000004,0,1,0,3,0.0,0.0,0,3,4,3,3,3,3,1.8958333333333333,0.7365695637359869,3.0833333333333335,6.875,0.38095238095238093,0,3,0,0.0,61.166666666666664,61.166666666666664,61.166666666666664,0.0,0,1,0,2,3,0.33333333333333337,1
874,20,2026-04-27 18:14:09.063155,1,17,68.0,0,16.0,64.0,63.25,63.833333333333336,61.875,61.875,63.25,65.0,56.0,9.0,4.049176871085447,61.087999999999994,62.75,1.5,8.0,1.375,8.0,-0.4999999999999993,-0.4999999999999993,1,0,0,4,0.0,0.0,0,4,5,4,2,4,4,2.2916666666666665,0.8609990966571595,2.25,9.125,0.3950617283950617,0,4,0,0.0,61.875,61.875,61.875,0.0,0,1,0,2,4,0.5,1
875,20,2026-04-29 00:14:09.063155,1,23,76.67,1,17.0,68.0,66.0,64.83333333333333,63.1,63.1,64.0,68.0,56.0,12.0,4.449719092257397,63.16159999999999,65.375,4.0,12.0,2.8999999999999986,12.0,2.7500000000000013,2.3000000000000007,2,0,0,5,0.0,0.0,0,5,6,5,3,5,5,2.28125,0.7033114464735668,1.25,10.375,0.43956043956043955,0,5,0,0.0,63.1,63.1,63.1,-1.0,1,0,0,2,5,0.6,1
876,20,2026-05-03 06:14:09.063155,1,20,80.0,1,23.0,76.67,72.33500000000001,69.55666666666667,67.23400000000001,65.36166666666666,64.5,76.67,56.0,20.67,6.821350061876803,67.21412,71.02250000000001,8.670000000000002,20.67,6.973333333333343,20.67,6.335000000000002,2.8839999999999963,3,0,1,5,0.16666666666666666,0.3333333333333333,1,0,7,6,2,5,6,2.075,0.7639898923124281,4.25,14.625,0.384,1,5,0,0.0,76.67,63.1,65.36166666666666,0.0,1,0,0,2,6,0.6666666666666667,1
877,20,2026-05-05 16:14:09.063155,1,35,87.5,1,20.0,80.0,78.33500000000001,74.89,70.23400000000001,67.45285714285714,65.0,80.0,56.0,24.0,8.329899387719147,71.04988399999999,75.51125,3.3299999999999983,24.0,10.882142857142867,24.0,5.999999999999998,4.766999999999995,4,0,2,5,0.2857142857142857,0.6666666666666666,2,0,8,7,2,5,7,2.4375,1.1204382823004775,2.4166666666666665,17.041666666666668,0.3879907621247113,2,5,0,0.0,78.33500000000001,63.1,67.45285714285714,1.0,0,1,0,2,7,0.7142857142857143,1
878,20,2026-05-07 02:14:09.063155,1,24,80.0,1,35.0,87.5,83.75,81.39,75.23400000000001,69.95875000000001,66.5,87.5,56.0,31.5,10.474290207796557,75.98491879999999,81.50562500000001,7.5,31.5,13.791249999999991,31.5,5.415,5.899999999999996,5,0,3,5,0.375,1.0,3,0,9,8,2,5,8,2.4345238095238098,1.0228458458333907,1.4166666666666667,18.458333333333332,0.411134903640257,2,6,0,0.0,78.33500000000001,67.16666666666667,69.95875000000001,1.0,0,0,1,2,8,0.75,1
880,21,2026-07-15 17:14:09.063214,1,10,33.33,0,11.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,1,2,1,0,1,1,0.0,0.0,7.166666666666667,7.166666666666667,0.12244897959183672,1,0,0,0.0,44.0,44.0,44.0,2.0,0,0,1,1,1,0.0,1
881,21,2026-07-17 20:14:09.063214,1,24,48.0,0,10.0,33.33,38.665,38.665,38.665,38.665,38.665,44.0,33.33,10.670000000000002,7.544829355260464,40.79899999999999,38.665,-10.670000000000002,-10.670000000000002,0.0,-10.670000000000002,0.0,0.0,0,1,0,2,0.0,0.0,0,2,3,2,1,2,2,7.166666666666667,0.0,2.125,9.291666666666666,0.19433198380566802,1,0,1,0.5,44.0,38.665,33.33,-1.0,0,1,0,1,2,0.5,1
882,21,2026-07-19 03:14:09.063214,1,16,53.33,0,24.0,48.0,40.665,41.776666666666664,41.776666666666664,41.776666666666664,44.0,48.0,33.33,14.670000000000002,7.583510620638264,42.95929999999999,43.332499999999996,14.670000000000002,4.0,-1.1116666666666646,4.0,1.9999999999999971,1.9999999999999971,1,0,0,3,0.0,0.0,0,3,4,3,2,3,3,4.645833333333334,3.5649966884821773,1.2916666666666667,10.583333333333334,0.2589928057553957,1,1,1,0.3333333333333333,44.0,48.0,33.33,-1.0,1,0,0,2,3,0.33333333333333337,1
883,21,2026-07-20 13:14:09.063214,1,14,56.0,0,16.0,53.33,50.665,44.88666666666666,44.665,44.665,46.0,53.33,33.33,20.0,8.46815406882358,46.07050999999999,48.33125,5.329999999999998,9.329999999999998,6.0,9.329999999999998,9.999999999999996,9.999999999999996,2,0,0,4,0.0,0.0,0,4,5,4,3,4,4,3.527777777777778,3.17879621403612,1.4166666666666667,12.0,0.3076923076923077,2,1,1,0.25,48.665,48.0,33.33,0.0,1,0,0,2,4,0.5,1
884,21,2026-07-21 16:14:09.063214,1,16,53.33,0,14.0,56.0,54.665,52.44333333333333,46.932,46.932,48.0,56.0,33.33,22.67,8.915081042817278,49.049356999999986,52.165625,2.6700000000000017,12.0,7.732999999999997,12.0,4.000000000000001,4.399999999999996,3,0,0,5,0.0,0.0,0,5,6,5,4,5,5,3.0,2.8019090714090717,1.125,13.125,0.35398230088495575,3,1,1,0.2,51.10999999999999,48.0,33.33,1.0,0,1,0,2,5,0.6,1
885,21,2026-07-23 00:14:09.063214,1,15,50.0,0,16.0,53.33,54.665,54.22,48.798,47.998333333333335,50.665,56.0,33.33,22.67,8.3907887988357,50.33354989999998,52.747812499999995,-2.6700000000000017,9.329999999999998,6.666666666666664,9.329999999999998,-3.17764371615651e-15,4.800000000000001,0,1,0,6,0.0,0.0,0,6,7,6,4,5,6,2.625,2.5673226975457006,1.3333333333333333,14.458333333333334,0.3881401617250674,3,2,1,0.16666666666666666,51.10999999999999,50.665,33.33,1.0,0,0,1,2,6,0.6666666666666667,1
886,21,2026-07-24 02:14:09.063214,1,18,60.0,0,15.0,50.0,51.665,53.10999999999999,52.13199999999999,48.284285714285716,50.0,56.0,33.33,22.67,7.696979617882279,50.23348492999998,51.37390625,-3.3299999999999983,6.0,3.3807142857142836,6.0,-2.999999999999999,0.40000000000000246,0,2,0,7,0.0,0.0,0,7,8,7,5,6,7,2.4097222222222223,2.3560525877612104,1.0833333333333333,15.541666666666666,0.4231738035264484,3,2,2,0.2857142857142857,51.10999999999999,50.665,41.665,-2.0,1,0,0,3,7,0.5714285714285714,1
887,21,2026-07-27 10:14:09.063214,1,17,56.67,0,18.0,60.0,55.0,54.44333333333333,54.532,49.74875,51.665,60.0,33.33,26.67,8.242413719813598,53.16343945099999,55.686953125,10.0,16.0,5.251249999999999,16.0,3.334999999999996,0.7339999999999975,1,0,0,8,0.0,0.0,0,8,9,8,4,7,8,2.2202380952380953,2.208426922245667,3.3333333333333335,18.875,0.4025157232704403,4,2,2,0.25,53.332499999999996,50.665,41.665,2.0,0,0,1,3,8,0.625,1
889,22,2026-07-25 20:14:09.063274,1,12,40.0,0,9.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,1,2,1,1,1,1,0.0,0.0,2.125,2.125,0.32,0,1,0,0.0,45.0,45.0,45.0,1.0,0,0,1,1,1,0.0,1
890,22,2026-07-28 02:14:09.063274,1,14,46.67,0,12.0,40.0,42.5,42.5,42.5,42.5,42.5,45.0,40.0,5.0,3.5355339059327378,43.5,42.5,-5.0,-5.0,0.0,-5.0,0.0,0.0,0,1,0,2,0.0,0.0,0,2,3,2,2,2,2,2.125,0.0,2.25,4.375,0.37209302325581395,0,1,1,0.5,42.5,45.0,40.0,-2.0,1,0,0,1,2,0.5,1
891,22,2026-07-30 09:14:09.063274,1,24,48.0,0,14.0,46.67,43.335,43.89000000000001,43.89000000000001,43.89000000000001,45.0,46.67,40.0,6.670000000000002,3.4707780107635817,44.451,44.585,6.670000000000002,1.6700000000000017,-0.5550000000000068,1.6700000000000017,0.8349999999999931,0.8349999999999931,1,0,0,3,0.0,0.0,0,3,4,3,3,3,3,2.1875,0.08838834764831845,2.2916666666666665,6.666666666666667,0.3913043478260869,1,1,1,0.3333333333333333,46.67,45.0,40.0,1.0,0,1,0,2,3,0.33333333333333337,1
892,22,2026-08-01 17:14:09.063274,1,15,60.0,0,24.0,48.0,47.335,44.89000000000001,44.917500000000004,44.917500000000004,45.835,48.0,40.0,8.0,3.5005559082332436,45.515699999999995,46.292500000000004,1.3299999999999983,3.0,2.417499999999997,3.0,3.999999999999996,3.999999999999996,2,0,0,4,0.0,0.0,0,4,5,4,3,4,4,2.222222222222222,0.08673608331108881,2.3333333333333335,9.0,0.4,1,2,1,0.25,46.67,46.5,40.0,0.0,0,1,0,3,4,0.25,1
893,22,2026-08-03 21:14:09.063274,1,19,63.33,0,15.0,60.0,54.0,51.55666666666667,47.934000000000005,47.934000000000005,46.67,60.0,40.0,20.0,7.395051047829217,49.860989999999994,53.14625,12.0,15.0,6.065999999999995,15.0,6.6649999999999965,3.799999999999998,3,0,0,5,0.0,0.0,0,5,6,5,3,5,5,2.25,0.09001028747788696,2.1666666666666665,11.166666666666666,0.4109589041095891,1,3,1,0.2,46.67,51.0,40.0,-1.0,1,0,0,3,5,0.4,1
894,22,2026-08-05 01:14:09.063274,1,19,63.33,0,19.0,63.33,61.665,57.10999999999999,51.6,50.5,47.335,63.33,40.0,23.33,9.124448476483387,53.901692999999995,58.238125,3.3299999999999983,18.33,11.165,18.33,7.664999999999992,5.998999999999998,4,0,0,6,0.0,0.0,0,6,7,6,3,6,6,2.2333333333333334,0.08640183897219889,1.1666666666666667,12.333333333333334,0.44999999999999996,2,3,1,0.16666666666666666,55.0,51.0,40.0,1.0,0,1,0,3,6,0.5,1
896,23,2026-07-13 14:14:09.063322,1,21,42.0,0,10.0,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,1,2,1,1,1,1,0.0,0.0,2.375,2.375,0.2962962962962963,0,1,0,0.0,33.33,33.33,33.33,-1.0,1,0,0,1,1,0.0,1
897,23,2026-07-16 18:14:09.063322,1,9,36.0,0,21.0,42.0,37.665,37.665,37.665,37.665,37.665,42.0,33.33,8.670000000000002,6.130615792887369,35.931,37.665,8.670000000000002,8.670000000000002,0.0,8.670000000000002,0.0,0.0,1,0,0,2,0.0,0.0,0,2,3,2,2,2,2,2.375,0.0,3.1666666666666665,5.541666666666667,0.3057324840764331,1,1,0,0.0,42.0,33.33,37.665,1.0,0,1,0,1,2,0.5,1
898,23,2026-07-20 23:14:09.063322,1,16,40.0,0,9.0,36.0,39.0,37.11,37.11,37.11,36.0,42.0,33.33,8.670000000000002,4.4403040436438586,35.951699999999995,36.832499999999996,-6.0,2.6700000000000017,1.8900000000000006,2.6700000000000017,1.3349999999999986,1.3349999999999986,0,1,0,3,0.0,0.0,0,3,4,3,1,3,3,2.770833333333333,0.55979286843935,4.208333333333333,9.75,0.27906976744186046,1,2,0,0.0,42.0,34.665,37.11,0.0,0,1,0,2,3,0.33333333333333337,1
899,23,2026-07-22 02:14:09.063322,1,18,45.0,0,16.0,40.0,38.0,39.333333333333336,37.832499999999996,37.832499999999996,38.0,42.0,33.33,8.670000000000002,3.9028483188563716,37.16619,38.41625,4.0,6.670000000000002,0.16750000000000398,6.670000000000002,-1.0000000000000049,-1.0000000000000049,1,0,0,4,0.0,0.0,0,4,5,4,2,4,4,3.25,0.9195031871130794,1.125,10.875,0.3368421052631579,1,3,0,0.0,42.0,36.443333333333335,37.832499999999996,0.0,0,1,0,2,4,0.5,1
900,23,2026-07-25 06:14:09.063322,1,17,42.5,0,18.0,45.0,42.5,40.333333333333336,39.266,39.266,40.0,45.0,33.33,11.670000000000002,4.658194929369101,39.516333,41.708124999999995,5.0,11.670000000000002,3.2340000000000018,11.670000000000002,4.499999999999998,2.1340000000000003,2,0,0,5,0.0,0.0,0,5,6,5,2,4,5,2.71875,1.3009856484248423,3.1666666666666665,14.041666666666666,0.33240997229916897,1,4,0,0.0,42.0,38.582499999999996,39.266,0.0,0,1,0,3,5,0.4,1
901,23,2026-07-26 14:14:09.063322,1,9,36.0,0,17.0,42.5,43.75,42.5,41.1,39.805,41.0,45.0,33.33,11.670000000000002,4.370600645220288,40.411433099999996,42.1040625,-2.5,9.170000000000002,3.9450000000000003,9.170000000000002,1.2499999999999998,0.999999999999999,0,1,0,6,0.0,0.0,0,6,7,6,3,5,6,2.808333333333333,1.1443551070848204,1.3333333333333333,15.375,0.366412213740458,1,5,0,0.0,42.0,39.366,39.805,1.0,0,0,1,3,6,0.5,1
902,23,2026-07-30 20:14:09.063322,1,16,53.33,0,9.0,36.0,39.25,41.166666666666664,39.9,39.26142857142857,40.0,45.0,33.33,11.670000000000002,4.241078591472648,39.08800316999999,39.05203125,-6.5,2.6700000000000017,-0.011428571428567125,2.6700000000000017,-4.5,0.24999999999999684,0,2,0,7,0.0,0.0,0,7,8,7,2,4,7,2.5625,1.1875365491451433,4.25,19.625,0.3393939393939394,1,5,1,0.14285714285714285,42.0,39.366,36.0,-2.0,1,0,0,3,7,0.5714285714285714,1
903,23,2026-08-01 22:14:09.063322,1,19,47.5,0,16.0,53.33,44.665,43.94333333333333,43.366,41.019999999999996,41.0,53.33,33.33,20.0,6.337018226263832,43.36060221899999,46.191015625,17.33,20.0,3.645000000000003,20.0,5.414999999999999,1.7659999999999993,1,0,0,8,0.0,0.0,0,8,9,8,2,5,8,2.8035714285714284,1.257780021311589,2.0833333333333335,21.708333333333332,0.3522935779816514,2,5,1,0.125,47.665,39.366,36.0,1.0,0,1,0,3,8,0.625,1
904,23,2026-08-04 05:14:09.063322,1,14,46.67,0,19.0,47.5,50.415,45.60999999999999,44.866,41.739999999999995,42.0,53.33,33.33,20.0,6.309015374842575,44.60242155329999,46.8455078125,-5.829999999999998,14.170000000000002,8.675000000000004,14.170000000000002,5.7500000000000036,1.5829999999999966,0,1,0,9,0.0,0.0,0,9,10,9,2,5,9,2.713541666666667,1.1919949389673639,2.2916666666666665,24.0,0.36,2,6,1,0.1111111111111111,47.665,40.721666666666664,36.0,0.0,0,1,0,3,9,0.6666666666666667,1
906,24,2026-06-05 23:14:09.063389,1,9,45.0,0,13.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,1,2,1,1,1,1,0.0,0.0,2.0416666666666665,2.0416666666666665,0.32876712328767127,1,0,0,0.0,52.0,52.0,52.0,1.0,0,1,0,1,1,0.0,1
907,24,2026-06-08 02:14:09.063389,1,24,48.0,0,9.0,45.0,48.5,48.5,48.5,48.5,48.5,52.0,45.0,7.0,4.949747468305833,49.9,48.5,-7.0,-7.0,0.0,-7.0,0.0,0.0,0,1,0,2,0.0,0.0,0,2,3,2,2,2,2,2.0416666666666665,0.0,2.125,4.166666666666667,0.3870967741935484,1,1,0,0.0,52.0,45.0,48.5,1.0,0,0,1,1,2,0.5,1
908,24,2026-06-11 03:14:09.063389,1,17,56.67,0,24.0,48.0,46.5,48.333333333333336,48.333333333333336,48.333333333333336,48.0,52.0,45.0,7.0,3.5118845842842465,49.33,48.25,3.0,-4.0,-1.8333333333333357,-4.0,-2.0000000000000067,-2.0000000000000067,1,0,0,3,0.0,0.0,0,3,4,3,2,3,3,2.083333333333333,0.058925565098879064,3.0416666666666665,7.208333333333333,0.3654822335025381,1,1,1,0.3333333333333333,52.0,45.0,48.0,-1.0,0,1,0,2,3,0.33333333333333337,1
909,24,2026-06-16 06:14:09.063389,1,25,62.5,0,17.0,56.67,52.335,49.89000000000001,50.417500000000004,50.417500000000004,50.0,56.67,45.0,11.670000000000002,5.05937002007167,51.532,52.46,8.670000000000002,4.670000000000002,1.9174999999999969,4.670000000000002,5.835000000000001,5.835000000000001,2,0,0,4,0.0,0.0,0,4,5,4,1,4,4,2.4027777777777772,0.5548606765399494,5.125,12.333333333333334,0.3,1,2,1,0.25,52.0,50.835,48.0,0.0,0,1,0,2,4,0.5,1
910,24,2026-06-21 13:14:09.063389,1,17,68.0,0,25.0,62.5,59.585,55.723333333333336,52.834,52.834,52.0,62.5,45.0,17.5,6.956671617950642,54.822399999999995,57.480000000000004,5.829999999999998,10.5,6.750999999999998,10.5,7.249999999999992,3.266999999999997,3,0,0,5,0.0,0.0,0,5,6,5,1,3,5,3.083333333333333,1.4345279259639285,5.291666666666667,17.625,0.2684563758389262,1,3,1,0.2,52.0,54.723333333333336,48.0,0.0,0,1,0,2,5,0.6,1
911,24,2026-06-22 14:14:09.063389,1,31,77.5,1,17.0,68.0,65.25,62.39000000000001,56.034000000000006,55.36166666666667,54.335,68.0,45.0,23.0,8.777859458129111,58.775679999999994,62.74,5.5,16.0,9.888333333333328,16.0,5.664999999999992,6.049999999999997,4,0,0,6,0.0,0.0,0,6,7,6,2,3,6,3.525,1.5870570248103881,1.0416666666666667,18.666666666666668,0.30508474576271183,1,4,1,0.16666666666666666,52.0,58.042500000000004,48.0,0.0,0,1,0,2,6,0.6666666666666667,1
913,25,2026-04-21 23:14:09.063442,1,21,42.0,0,13.0,43.33,43.33,43.33,43.33,43.33,43.33,43.33,43.33,0.0,0.0,43.33,43.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,1,2,1,0,1,1,0.0,0.0,7.083333333333333,7.083333333333333,0.12371134020618559,0,1,0,0.0,43.33,43.33,43.33,-1.0,1,0,0,1,1,0.0,1
914,25,2026-04-24 09:14:09.063442,1,16,40.0,0,21.0,42.0,42.665,42.665,42.665,42.665,42.665,43.33,42.0,1.3299999999999983,0.940452018978107,42.931,42.665,-1.3299999999999983,-1.3299999999999983,0.0,-1.3299999999999983,0.0,0.0,0,1,0,2,0.0,0.0,0,2,3,2,1,2,2,7.083333333333333,0.0,2.4166666666666665,9.5,0.19047619047619047,1,1,0,0.0,42.0,43.33,42.665,2.0,0,0,1,2,2,0.0,1
915,25,2026-05-01 14:14:09.063442,1,13,43.33,0,16.0,40.0,41.0,41.776666666666664,41.776666666666664,41.776666666666664,42.0,43.33,40.0,3.3299999999999983,1.6761960903585627,42.0517,41.332499999999996,-2.0,-3.3299999999999983,-0.7766666666666637,-3.3299999999999983,-1.6650000000000005,-1.6650000000000005,0,2,0,3,0.0,0.0,0,3,4,3,0,2,3,4.75,3.2998316455372216,7.208333333333333,16.708333333333332,0.16941176470588237,1,1,1,0.3333333333333333,42.0,43.33,40.0,-1.0,0,1,0,3,3,0.0,1
916,25,2026-05-04 22:14:09.063442,1,11,44.0,0,13.0,43.33,41.665,41.776666666666664,42.165,42.165,42.665,43.33,40.0,3.3299999999999983,1.573626385137208,42.43518999999999,42.33125,3.3299999999999983,0.0,-0.5,0.0,0.6650000000000017,0.6650000000000017,1,0,0,4,0.0,0.0,0,4,5,4,1,3,4,5.569444444444444,2.731100883716498,3.3333333333333335,20.041666666666668,0.1900990099009901,1,2,1,0.25,42.0,43.33,40.0,0.0,0,1,0,3,4,0.25,1
917,25,2026-05-12 06:14:09.063442,1,10,50.0,0,11.0,44.0,43.665,42.443333333333335,42.532,42.532,43.33,44.0,40.0,4.0,1.5908079708123162,42.90463299999999,43.165625,0.6700000000000017,0.6700000000000017,1.1330000000000027,0.6700000000000017,2.0000000000000004,0.2669999999999972,2,0,0,5,0.0,0.0,0,5,6,5,0,2,5,5.010416666666666,2.494525255434388,7.333333333333333,27.375,0.1762114537444934,1,3,1,0.2,42.0,43.553333333333335,40.0,0.0,0,1,0,3,5,0.4,1
918,25,2026-05-14 09:14:09.063442,1,22,55.0,0,10.0,50.0,47.0,45.776666666666664,43.866,43.776666666666664,43.33,50.0,40.0,10.0,3.364477175827868,45.03324309999999,46.5828125,6.0,6.670000000000002,3.2233333333333363,6.670000000000002,3.334999999999999,1.999999999999998,3,0,0,6,0.0,0.0,0,6,7,6,1,3,6,5.475,2.397119220138113,2.125,29.5,0.19672131147540983,1,4,1,0.16666666666666666,42.0,45.165,40.0,0.0,0,1,0,3,6,0.5,1
919,25,2026-05-21 12:14:09.063442,1,23,57.5,0,22.0,55.0,52.5,49.666666666666664,46.465999999999994,45.379999999999995,43.33,55.0,40.0,15.0,5.237158898996032,48.02327016999999,50.79140625,5.0,11.670000000000002,7.1200000000000045,11.670000000000002,5.499999999999999,3.6669999999999967,4,0,0,7,0.0,0.0,0,7,8,7,0,2,6,4.916666666666666,2.543100688354889,7.125,36.625,0.18604651162790697,1,5,1,0.14285714285714285,42.0,47.132,40.0,1.0,0,0,1,3,7,0.5714285714285714,1
920,25,2026-05-26 21:14:09.063442,1,13,65.0,0,23.0,57.5,56.25,54.166666666666664,49.965999999999994,46.894999999999996,43.665,57.5,40.0,17.5,6.470809178809976,50.86628911899999,54.145703125,2.5,14.170000000000002,9.355000000000004,14.170000000000002,3.7499999999999996,3.933999999999998,5,0,0,8,0.0,0.0,0,8,9,8,1,2,5,5.232142857142857,2.4670111835770383,5.375,42.0,0.18604651162790697,1,5,2,0.25,42.0,47.132,48.75,-1.0,0,1,0,3,8,0.625,1
922,26,2026-06-04 23:14:09.063503,1,12,60.0,0,21.0,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,0.0,0.0,52.5,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,1,2,1,1,1,1,0.0,0.0,4.041666666666667,4.041666666666667,0.1983471074380165,0,0,1,1.0,52.5,52.5,52.5,-1.0,0,1,0,1,1,0.0,1
923,26,2026-06-06 01:14:09.063503,1,15,60.0,0,12.0,60.0,56.25,56.25,56.25,56.25,56.25,60.0,52.5,7.5,5.303300858899107,54.75,56.25,7.5,7.5,0.0,7.5,0.0,0.0,1,0,0,2,0.0,0.0,0,2,3,2,2,2,2,4.041666666666667,0.0,1.0833333333333333,5.125,0.32653061224489793,0,1,1,0.5,56.25,60.0,52.5,1.0,0,0,1,1,2,0.5,1
924,26,2026-06-07 10:14:09.063503,1,22,73.33,1,15.0,60.0,60.0,57.5,57.5,57.5,60.0,60.0,52.5,7.5,4.330127018922194,56.324999999999996,58.125,0.0,7.5,2.5,7.5,3.7499999999999964,3.7499999999999964,0,0,0,3,0.0,0.0,0,3,4,3,3,3,3,2.5625,2.0918575610102033,1.375,6.5,0.4,0,1,2,0.6666666666666666,57.5,60.0,56.25,-1.0,0,1,0,2,3,0.33333333333333337,1
925,26,2026-06-10 14:14:09.063503,1,32,64.0,0,22.0,73.33,66.66499999999999,64.44333333333333,61.457499999999996,61.457499999999996,60.0,73.33,52.5,20.83,8.668749909877432,61.42649999999999,65.72749999999999,13.329999999999998,20.83,5.207499999999996,20.83,6.665,6.665,1,0,1,3,0.25,0.3333333333333333,1,0,5,4,3,4,4,2.1666666666666665,1.6303331288761544,3.1666666666666665,9.666666666666666,0.375,0,2,2,0.5,61.457499999999996,66.66499999999999,56.25,0.0,0,1,0,3,4,0.25,1
926,26,2026-06-12 19:14:09.063503,1,13,65.0,0,32.0,64.0,68.66499999999999,65.77666666666666,61.965999999999994,61.965999999999994,60.0,73.33,52.5,20.83,7.592975701264952,62.19854999999998,64.86375,-9.329999999999998,11.5,6.698999999999998,11.5,2.0000000000000036,3.6330000000000027,0,1,1,4,0.2,0.3333333333333333,0,1,6,5,3,5,5,2.4166666666666665,1.4219672080398833,2.2083333333333335,11.875,0.3883495145631068,0,3,2,0.4,61.965999999999994,65.77666666666666,56.25,0.0,0,1,0,3,5,0.4,1
927,26,2026-06-13 20:14:09.063503,1,34,68.0,0,13.0,65.0,64.5,67.44333333333333,64.466,62.471666666666664,62.0,73.33,52.5,20.83,6.90339167849157,63.03898499999998,64.93187499999999,1.0,12.5,2.028333333333336,12.5,-4.1649999999999965,1.3999999999999964,1,0,1,5,0.16666666666666666,0.3333333333333333,0,2,7,6,3,6,6,2.375,1.2349791946065776,1.0416666666666667,12.916666666666666,0.4311377245508982,0,4,2,0.3333333333333333,62.471666666666664,65.5825,56.25,0.0,0,1,0,3,6,0.5,1
928,26,2026-06-21 01:14:09.063503,1,18,72.0,1,34.0,68.0,66.5,65.66666666666667,66.066,63.26142857142857,64.0,73.33,52.5,20.83,6.639283165551906,64.52728949999998,66.4659375,3.0,15.5,3.238571428571433,15.5,2.0000000000000004,0.7669999999999961,2,0,1,6,0.14285714285714285,0.0,0,3,8,7,0,4,7,2.1527777777777777,1.2314362286310994,7.208333333333333,20.125,0.33136094674556216,0,5,2,0.2857142857142857,63.26142857142857,66.066,56.25,0.0,0,1,0,3,7,0.5714285714285714,1
929,26,2026-06-26 09:14:09.063503,1,35,70.0,1,18.0,72.0,70.0,68.33333333333333,68.466,64.35374999999999,64.5,73.33,52.5,20.83,6.879553427159561,66.76910264999998,69.23296875,4.0,19.5,5.646250000000009,19.5,3.499999999999995,0.13400000000000095,3,0,2,6,0.25,0.3333333333333333,1,0,9,8,1,3,8,2.875,2.2169642657371713,5.333333333333333,25.458333333333332,0.30236220472440944,0,6,2,0.25,64.35374999999999,67.05499999999999,56.25,0.0,0,1,0,3,8,0.625,1
931,27,2026-07-08 22:14:09.063562,1,9,45.0,0,10.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,1,2,1,1,1,1,0.0,0.0,3.0416666666666665,3.0416666666666665,0.24742268041237117,1,0,0,0.0,40.0,40.0,40.0,0.0,1,0,0,1,1,0.0,1
932,27,2026-07-13 08:14:09.063562,1,19,47.5,0,9.0,45.0,42.5,42.5,42.5,42.5,42.5,45.0,40.0,5.0,3.5355339059327378,41.5,42.5,5.0,5.0,0.0,5.0,0.0,0.0,1,0,0,2,0.0,0.0,0,2,3,2,1,2,2,3.0416666666666665,0.0,4.416666666666667,7.458333333333333,0.2364532019704434,2,0,0,0.0,42.5,42.5,42.5,0.0,1,0,0,1,2,0.5,1
